username,created_at,full_text,cleaned_text,create_at
rappofiction,2025-02-05 07:21:08,Halo #SahabatBahari Apel Pagi Rabu 5 Februari 2025 dipimpin oleh Katimja Dukman PPN Pengambengan disampaikan bahwa: Sesuai dengan kebijakan pemerintah terkait penggunaan anggaran agar masing masing timja mengajukan keperluan operasional pelayanan yang diperuntukan sampai tgl 14 https://t.co/OkcrlZPfFV,halo apel pagi rabu 5 februari 2025 pimpin katimja dukman ppn pengambengan sampai sesuai kebijakan perintah kait guna anggaran masing masing timja aju perlu operasional layanan untuk tgl 14,
dalgonajk,2025-02-05 07:09:30,@don_julR @banggaber Siapa bilang tidak pengaruh. Semua kehidupan kita dari hasil kebijakan politik klo yg menang orang Salah 5 tahun dampaknya. Contoh : ppn tarif 12% jika di paksa naik maka harga barang 2 di pastikan naik.,siapa bilang pengaruh semua hidup dari hasil kebijakan politik klo menang orang salah 5 tahun dampak contoh ppn tarif 12 paksa naik harga barang 2 di pasti naik,
gldnclosetian,2025-02-05 06:53:23,@FelixSGL1 @und_cuckoosnest Niat baik tuh apa?mslhnya dia diceramahin soal MBG yg gaada budget msh ngeyel ujung²nya smua cara mau dipake dr PPN tukin dosen smpe efisiensi anggaran. Klo misal niat baik hrsnya dia bijak buat kebijakan apalagi anggaran lagi seret,niat baik tuh apa masalah diceramahin soal mbg tidak uang budget msh ngeyel ujung nya smua cara mau dipake dr ppn tukin dosen smpe efisiensi anggaran klo misal niat baik hrsnya kebijakan buat kebijakan anggaran seret,
cupcakwe,2025-02-05 04:59:59,Presiden Prabowo Subianto lagi-lagi membatalkan program kebijakan yang membuat gaduh masyarakat. Prabowo kini membatalkan larangan pengecer menjual elpiji 3 kilogram. Sebelumnya presiden juga pernah membatalkan kenaikan pajak pertambahan nilai (PPN) sebesar 12 persen. ^ https://t.co/4GrXffdarU,presiden prabowo subianto lagi batal program kebijakan buat gaduh masyarakat prabowo kini batal larang ecer jual elpiji 3 kilogram belum presiden pernah batal naik pajak tambah nilai ppn besar 12 persen,
favscenedonghua,2025-02-04 13:06:21,Dalam pertemuan ini dibahas arah kebijakan pengawasan tahun 2025 hasil pengawasan tahun 2024 serta rencana pengawasan ke depan. Dengan pengawasan yang kuat diharapkan sektor kelautan dan perikanan semakin maju dan berkelanjutan!,temu bahas arah kebijakan awas tahun 2025 hasil awas tahun 2024 rencana awas depan awas kuat harap sektor laut ikan makin maju lanjut,
astrajig,2025-02-04 12:40:25,Sebelumnya PPN 12% dibatalkan sebelum h-1 Sekarang (h+3) kebijakan ini mau ditarik,belum ppn 12 batal h 1 sekarang h 3 kebijakan mau tarik,
fmaulana179,2025-02-04 12:38:51,Pak Prabowo pmrthannya kok cuma reaktif &amp; repons kalo ada protes rakyat trutama dr netizen? Menteri2 bpk salah kebijakan tetus? Mulai dr ppn 12% pagar laut sekrng #LPG3G. Sebntar lagi Tukin dosen...,pak prabowo pmrthannya kok cuma reaktif amp repons kalau protes rakyat trutama dr netizen menteri2 bpk salah kebijakan tetus mulai dr ppn 12 pagar laut sekrng sebntar tukin dosen,
lovekthpjs,2025-02-04 12:25:01,Eps masyarakat dan hiburan. Mengingat kemarin ppn naik jadi 12% semua jadi kena dampaknya. Gua setuju kok ama sarannya kalau bisa diturunin kenapa engga? Dibuatkan kebijakan yg lebih merata ke semua lini fans kan juga gk masalah. Toh valid opininya ofc selalu dapat kuota,eps masyarakat hibur ingat kemarin ppn naik jadi 12 semua jadi kena dampak tuju kok ama saran kalau diturunin engga buat kebijakan lebih rata semua lini fans kan tidak masalah valid opini ofc selalu kuota,
aceticacid_exe,2025-02-04 12:23:11,dari ppn sampai gas elpiji yang buat kebijakan siapa yang batalin siapa gak di kaji dulu kali ya,ppn gas elpiji buat kebijakan siapa batalin siapa tidak di kaji dulu kali,
lovefIeur,2025-02-04 12:14:55,Nyinggg pola yang sama lagi kaya kebijakan ppn kemarin,nyinggg pola sama kaya kebijakan ppn kemarin,
D_die87,2025-02-04 12:09:54,@Gerindra @prabowo @KementerianESDM @bang_dasco Pembatalan PPN 12% di waktu dekat tahun baru Pembatalan kebijakan menterinya jg pas udah chaos di lapangan. Tolol!!!!,batal ppn 12 waktu dekat tahun baru batal kebijakan menteri jg pas udah chaos lapangan tolol,
ihanbonedo,2025-02-04 11:59:28,@03__nakula Ini persis seperti rencana kenaikan PPn 12% yang diprotes Dampak membuat kebijakan tanpa mikir,persis rencana naik ppn 12 protes dampak buat kebijakan mikir,
hanascript,2025-02-04 11:56:33,@txtdaritng Pdhl pengalihan isu krn ada kebijakan yg lebih gila lagi. Kayak ppn 12 % uda heboh trus ga jadi. Eh tiba2 baik pajak kendaraan (orang pada gak ngeh). Gas 3 kg ini mo ngalihin isu apa nih ? Mnrt gw Isu Negara Kesatuan Republik Indochina.,pdhl alih isu krn kebijakan lebih gila kayak ppn 12 udah heboh trus tidak jadi eh tiba2 baik pajak kendaraan orang tidak ngeh gas 3 kilogram mo ngalihin isu apa nih mnrt isu negara satu republik indochina,
Mitra1244344,2025-02-04 11:50:36,@Dwynna_Win Lama2 negara ini kek main2 gasih? Kek bikin kebijakan tu ga mikir dulu dan ada telaah ilmiahnya apa blm ya? Mana tggung jwbnya uda bikin gaduh? Ppn 12% gaduh trus gajadi trnyata pajak kendaraan yg naik org ga ngeh. Dicekek trus. Sm kek ini mo ngalihin apa sbnrny njing!?,lama2 negara kek main2 gasih kek bikin kebijakan tu tidak mikir dulu ada telaah ilmiah apa blm mana tggung jwbnya udah bikin gaduh ppn 12 gaduh trus gajadi trnyata pajak kendaraan naik org tidak ngeh cekek trus sm kek mo ngalihin apa sbnrny njing,
Ym33naaa,2025-02-04 11:50:29,@Mdy_Asmara1701 @bahlillahadalia Buat kebijakan kek berak mencret bkn ada sosialisasi mitigasi n solusi tiba2 mrocot aja itu aturan. Ini gw itung2 presiden maen pahlawan2an nya udah 3 kali ya ppn 12% cabut pagar laut skarang lpg 3kg. Kl gk mau dibilang gimik n bner salah mentri buktiin aja reshuffle.,buat kebijakan kek berak mencret bkn sosialisasi mitigasi n solusi tiba2 mrocot aja atur saya itung2 presiden maen pahlawan2an nya udah 3 kali ppn 12 cabut pagar laut skarang lpg 3kg kl mau bilang gimik n bner salah tri buktiin aja reshuffle,
isluuy,2025-02-04 11:29:25,@tempodotco Buat kebijakan kek berak mencret bkn ada sosialisasi mitigasi n solusi tiba2 mrocot aja itu aturan. Ini gw itung2 presiden maen pahlawan2an nya udah 3 kali ya ppn 12% cabut pagar laut skarang lpg 3kg. Kl gk mau dibilang gimik n bner salah mentri buktiin aja reshuffle.,buat kebijakan kek berak mencret bkn sosialisasi mitigasi n solusi tiba2 mrocot aja atur saya itung2 presiden maen pahlawan2an nya udah 3 kali ppn 12 cabut pagar laut skarang lpg 3kg kl mau bilang gimik n bner salah tri buktiin aja reshuffle,
Jurdil625,2025-02-04 11:02:35,@RomitsuT Satu paket dengan PPN 12% sepertinya dan kebijakan lain yg sepakat dilanjutkan,satu paket ppn 12 seperti kebijakan yang sepakat lanjut,
WakandaNM__,2025-02-04 09:56:05,@KelikWahyudian1 @AzzamIzzulhaq Bukannya kebijakan mentri = kebijakan presiden...Itu salah kebijakan kok dipuji... Sama kasusnya dgn ppn 12% salah kebijakan trus dibatalkan di detik terakhir...eh dipuji juga heroik banget katanya...Ya ampun.Tertawa seluruh dunia,bukan kebijakan tri kebijakan presiden salah kebijakan kok puji sama kasus ppn 12 salah kebijakan trus batal detik akhir eh puji heroik banget kata ampun tertawa seluruh dunia,
Lucy18933048000,2025-02-04 08:56:43,@IndoPopBase Penyakit hero complexnya ini orang udah ga bisa ditoleransi. Saranin kebijakan di awal ke menterinya nanti pas rusuh langsung diubah lagi seolah2 dia datang sebagai pahlawan. Udah kejadian di PPN 12% kemarin sekarang ini lagi.,sakit hero complexnya orang udah tidak bisa toleransi saranin kebijakan awal menteri pas rusuh langsung ubah seolah2 datang pahlawan udah jadi ppn 12 kemarin sekarang lagi,
NararyaKavin,2025-02-04 08:51:53,mentri B sebenarnya hanya kambing hitam buat narasi pencitraan hokage. seolah2 hokage menjadi penyelamat rakyat krn mencabut kebijakan mentri B sama aja kayak ppn 12. anjir negara apaan sih ini,tri b benar kambing hitam buat narasi citra hokage seolah2 hokage jadi selamat rakyat krn cabut kebijakan tri b sama aja kayak ppn 12 anjir negara apa sih,
FirRakyat,2025-02-04 08:44:54,ni kebijakan kedua dengan pola yang sama setelah kebijakan kenaikan PPN. kita lihat lagj kedepannya kebijakan2 apa lagi yg bakalan diginiin.,ni kebijakan dua pola sama kebijakan naik ppn lihat lagj depan kebijakan2 apa yang diginiin,
astuti_yunyun,2025-02-03 03:21:10,@anakodok2009 @Kimberley_PS08 @Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @DarekaRendy @jatmiko99604253 @aniesbaswedan @pupr_perumahan @KemenkoInfra @KemenPU @pln_123 @PDemokrat Benar. Salahkan PDIP yg kuasai parlemen. Keluarkan UU sengsarakan rakyat seperti PPN 12%. Beruntung Pak Prabowo buat kebijakan hanya khusus utk barang mewah saja. Laksanakan UU tetapi utk dikenakan pada org lebih kaya saja. Mari rebut parlemen.,benar salah pdip kuasa parlemen keluar uu sengsara rakyat ppn 12 untung pak prabowo buat kebijakan khusus utk barang mewah laksana uu utk kena org lebih kaya mari rebut parlemen,
movejune,2025-02-03 02:54:47,@SINDOnews @Mdy_Asmara1701 kebijakan peninggalan mulyono yg kena efek prabowo... sama spt ppn 12%,kebijakan tinggal mulyono kena efek prabowo sama spt ppn 12,
HearthRara,2025-02-02 16:49:52,awal tahun bikin kebijakan PPN mau naik jadi 12% trs last minute 2024 mau berakhir ngumumin kalO ditunda dulu alhasil KATANYA masih 11% trs diminggu pertama taun 2025 nerbitin PMK klo PPN tetap 12% karna sistem coretax gabisa di ganti alhasil di kasih itungan (DPP x 11 / 12),awal tahun bikin kebijakan ppn mau naik jadi 12 terus last mute 2024 mau akhir ngumumin kalau tunda dulu alhasil kata 11 terus minggu pertama taun 2025 nerbitin pmk klo ppn tetap 12 sistem coretax gabisa ganti alhasil kasih hitung dpp x 11 12,
tannyteny,2025-02-02 15:56:02,@sonagies Lagian kan lokal au ya jd masuk akal klo karakter membahas sesuatu yg terjadi di lingkup lokal seperti kebijakan pemerintah.. plus kak gie jg nulis sekilas doang terkait ppn jd aku ga lihat ada masalah seperti yg anon tulis.,lagi kan lokal au jd masuk akal klo karakter bahas yang jadi lingkup lokal kebijakan perintah plus kak gie jg nulis kilas doang kait ppn jd aku tidak lihat masalah yang anon tulis,
ssaczher,2025-02-02 15:54:56,Kebijakan pemerintah ini ga koheren sama sekali gw ngebayangin reaksi penganut ideologi kayak Pro kiri: *Makan siang gratis* : Keren! *PPN naik* : make sense perlu untuk support program *LPG subsidi dibatas* : lah?!,kebijakan perintah tidak koheren sama sekali ngebayangin reaksi anut ideologi kayak pro kiri makan siang gratis keren ppn naik make sense perlu support program lpg subsidi batas lah,
Kaluhna,2025-02-02 12:06:20,Kayaknya gak akan dalam waktu deket kebijakan ini itungannya udh menganggu periuk nasi soalnya ini bisa serius pada demo sih Bisa juga sih dibikin aturannya berbelit kayak ngitung kenaikan PPN kemaren,kayak tidak akan waktu deket kebijakan itungannya udah menganggu periuk nasi soal serius demo sih bisa juga sih bikin atur belit kayak ngitung naik ppn kemaren,
flynbingung,2025-02-02 09:24:56,Penyesuaian PPN untuk Ekonomi yang Lebih Kuat. Dukung kebijakan fiskal demi pembangunan dan kesejahteraan rakyat #Pajak #PPN #PPNTetap11% #PajakUntukNegeri #PrabowoSubianto #Menkeu #PPNGakNaik #PPN11% https://t.co/UJwSswe2IS,sesuai ppn ekonomi lebih kuat dukung kebijakan fiskal bangun sejahtera rakyat,
jelitaynss,2025-02-02 09:20:14,Penyesuaian PPN untuk Ekonomi yang Lebih Kuat. Dukung kebijakan fiskal demi pembangunan dan kesejahteraan rakyat #Pajak #PPN #PPNTetap11% #PajakUntukNegeri #PrabowoSubianto #Menkeu #PPNGakNaik #PPN11% https://t.co/t4j0ZK2gfC,sesuai ppn ekonomi lebih kuat dukung kebijakan fiskal bangun sejahtera rakyat,
lixvscoouu,2025-02-02 09:20:07,Penyesuaian PPN untuk Ekonomi yang Lebih Kuat. Dukung kebijakan fiskal demi pembangunan dan kesejahteraan rakyat #Pajak #PPN #PPNTetap11% #PajakUntukNegeri #PrabowoSubianto #Menkeu #PPNGakNaik #PPN11% https://t.co/FdGaoojMGf,sesuai ppn ekonomi lebih kuat dukung kebijakan fiskal bangun sejahtera rakyat,
gabyeolie,2025-02-02 06:31:32,Kebijakan PPN 12% fokus pada barang mewah bukan kebutuhan pokok. #PPNSelektif #EkonomiBerkelanjutan https://t.co/GPQxOs4GlL,kebijakan ppn 12 fokus barang mewah bukan butuh pokok,
betinaayuranii,2025-02-02 03:58:43,Penyesuaian PPN 12% adalah langkah strategis untuk menjaga stabilitas ekonomi dan keberlanjutan pembangunan. Mari kita dukung kebijakan ini demi Indonesia yang lebih kuat dan mandiri! 🇮🇩 #PPN12 #EkonomiBerkelanjutan https://t.co/tMnaa9PYxB,sesuai ppn 12 langkah strategis jaga stabilitas ekonomi lanjut bangun kita dukung kebijakan demi indonesia lebih kuat mandiri,
stnsooyaaa_,2025-02-01 22:27:24,Kebijakan PPN 12% fokus pada barang mewah bukan kebutuhan pokok. #PPNSelektif #EkonomiBerkelanjutan https://t.co/ab6U64HCXA,kebijakan ppn 12 fokus barang mewah bukan butuh pokok,
BetaniasKirana,2025-02-01 20:16:58,Kebijakan pendidikan soal ikn soal kesehatan secara umum PPN belum cukup menyiksa Skrg kalian dicekik dg LPG ga lagi boleh dijual umum kecuali oleh agen dr BUMN terkait mesti berKTP &amp; dijatah per Minggu nya UMKM apa ga makin tewas berjamaah begini? Masih juga belum marah?,kebijakan pendidikan soal ikn soal sehat umum ppn cukup siksa skrg kalian cekik dg lpg tidak lagi jual umum oleh agen dr bumn kait mesti berktp amp jatah per minggu nya umkm apa tidak makin tewas jamaah begini juga marah,
dwifitaanggra,2025-02-01 05:15:56,@kompascom Ini bener mereka bener mikir ga sih kalo bikin2 kebijakan gini? Modelannya serampangan seenak jidat ntar kalo banyak yang protes dibatalin kek PPN 12% kemarin gitu? Yang bilang ini efektif ga habis pikir gw trus yang di daerah yang jauh dari toko resmi nya gimana?,bener bener mikir tidak sih kalau bikin2 kebijakan gin model serampang enak jidat ntar kalau banyak protes dibatalin kek ppn 12 kemarin gitu bilang efektif tidak habis pikir trus di daerah jauh toko resmi nya bagaimana,
FarisAdityanugg,2025-02-01 00:29:02,@Meme_Pemerintah PPN merupakan instrumen kebijakan fiskal yang strategis untuk mengatur konsumsi dan produksi,ppn rupa instrumen kebijakan fiskal strategis atur konsumsi produksi,
423ljn1,2025-02-01 00:28:07,@Meme_Pemerintah Kebijakan PPN yang tepat dapat meningkatkan daya saing produk dalam negeri,kebijakan ppn tepat tingkat daya saing produk negeri,
helenasarimahes,2025-01-31 23:08:14,Dampak kebijakan pemerintah yang belibet di awal Januari PPN 12% naik awal februari pendistribusian LPG 3 kg hanya ke pangkalan atau agen sedangkan ke pengecer di stop dua hal itu sangat merugikan pada masyarakat baik untuk ekonomi atau kebutuhan pokok #gerindra #prabowo,dampak kebijakan perintah belibet awal januari ppn 12 naik awal februari distribusi lpg 3 kilogram ke pangkal agen ke ecer stop hal sangat rugi masyarakat baik ekonomi butuh pokok,
suciaymariana,2025-01-31 19:01:13,@Meme_Pemerintah Kebijakan cerdas! Penyesuaian PPN ini bikin pembangunan makin maju,kebijakan cerdas sesuai ppn bikin bangun makin maju,
anyasrwijaya,2025-01-31 16:14:06,Kebijakan ini dirancang adil efisien dan berkelanjutan dengan jaring pengaman seperti paket kebijakan ekonomi dan fasilitas pembebasan PPN untuk melindungi daya beli masyarakat rentan dan menengah. Dengan gotong royong mari wujudkan pembangunan untuk kesejahteraan bersama.,kebijakan rancang adil efisien lanjut jaring kam paket kebijakan ekonomi fasilitas bebas ppn lindung daya beli masyarakat rentan tengah gotong royong wujud bangun sejahtera sama,
HEESEUKNG,2025-01-31 16:04:36,Pemerintah turut menyertakan berbagai stimulus dalam Paket Kebijakan Ekonomi untuk mendorong pertumbuhan yang inklusif dan berkeadilan dalam skema kebijakan penerapan PPN.,perintah turut serta bagai stimulus paket kebijakan ekonomi dorong tumbuh inklusif adil skema kebijakan terap ppn,
03__nakula,2025-01-31 09:03:43,4/7 Kebijakan Pendukung untuk Masyarakat Untuk meringankan dampak kenaikan PPN pemerintah menyiapkan berbagai insentif: Diskon listrik 50% Insentif properti &amp; otomotif Bebas pajak bagi pekerja gaji &lt; Rp10 juta #Perekonomian https://t.co/wKVkFDmqJw,4 7 kebijakan dukung masyarakat ringan dampak naik ppn perintah siap bagai insentif diskon listrik 50 insentif properti amp otomotif bebas pajak kerja gaji lt rp10 juta,
CallmeR__,2025-01-31 06:44:36,Kebijakan yang penting untuk menjaga keseimbangan dan mendorong pertumbuhan yang lebih stabil #PPN #IndonesiaEmas2045 https://t.co/ILT3BsZXCe,kebijakan penting jaga imbang dorong tumbuh lebih stabil,
vileta_anes65,2025-01-31 06:44:35,Pemerintah memastikan kebijakan PPN 12% berlaku hanya untuk barang dan jasa mewah. Bukan hanya untuk meningkatkan pendapatan negara tapi juga sebagai upaya menjaga daya beli masyarakat #PPN #IndonesiaEmas2045 https://t.co/1Qk9LGOp5q,perintah pasti kebijakan ppn 12 laku untuk barang jasa mewah bukan untuk tingkat dapat negara juga upaya jaga daya beli masyarakat,
uzma_fakhru,2025-01-31 06:39:11,Kebijakan yang penting untuk menjaga keseimbangan dan mendorong pertumbuhan yang lebih stabil #PPN #IndonesiaEmas2045 https://t.co/21RXJqU0Pz,kebijakan penting jaga imbang dorong tumbuh lebih stabil,
lamgps,2025-01-31 06:39:08,Pemerintah memastikan kebijakan PPN 12% berlaku hanya untuk barang dan jasa mewah. Bukan hanya untuk meningkatkan pendapatan negara tapi juga sebagai upaya menjaga daya beli masyarakat #PPN #IndonesiaEmas2045 https://t.co/wRcUbb8w1w,perintah pasti kebijakan ppn 12 laku untuk barang jasa mewah bukan untuk tingkat dapat negara juga upaya jaga daya beli masyarakat,
ulya_shr6,2025-01-31 00:04:37,@Aslipriok1973 @Kopipait__78 Ngaruh lah ke rakyat Indonesia monyong. Kecuali kalo lu hidup di gorong-gorong. Kebijakan PPN 12% kebijakan aturan pilkada kemarin dan kasus pagar laut lu kira bukan karena bacotan rakyat ? Gak cocok lu maenan X balik maen taik sono,ngaruh lah rakyat indonesia monyong kalau lu hidup gorong gorong kebijakan ppn 12 kebijakan atur pilkada kemarin kasus pagar laut lu kira bukan bacot rakyat tidak cocok lu maenan x balik maen taik sono,
haomore_,2025-01-30 14:26:53,Aksi Kamisan di Semarang Soroti 100 Hari Prabowo-Gibran Aksi Kamisan di Semarang tepatnya di depan Kantor Gubernur Jateng mengkritik kebijakan 100 hari Prabowo-Gibran. Isu PPN 12% deforestasi dan reformasi Polri disorot massa. https://t.co/M7BJG1J8UW https://t.co/cjqdWJ8OLJ,aksi kamis semarang sorot 100 hari prabowo gibran aksi kamis semarang tepat depan kantor gubernur jateng kritik kebijakan 100 hari prabowo gibran isu ppn 12 deforestasi reformasi polri sorot massa,
